2020/12/03 12:03:22,671 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafWebMvcConfiguration'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration$JdbcTransactionManagerConfiguration'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration$CglibAutoProxyConfiguration'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$TransactionTemplateConfiguration'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'transactionTemplate'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'transactionTemplate' via factory method to bean named 'transactionManager'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration'
 -2020/12/03 12:03:23,999 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration'
 -2020/12/03 12:03:24,014 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'multipartResolver'
 -2020/12/03 12:03:24,014 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration$RestartConfiguration'
 -2020/12/03 12:03:24,014 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'spring.devtools-org.springframework.boot.devtools.autoconfigure.DevToolsProperties'
 -2020/12/03 12:03:24,014 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration$RestartConfiguration' via constructor to bean named 'spring.devtools-org.springframework.boot.devtools.autoconfigure.DevToolsProperties'
 -2020/12/03 12:03:24,014 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'restartingClassPathChangedEventListener'
 -2020/12/03 12:03:24,014 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'fileSystemWatcherFactory'
 -2020/12/03 12:03:24,014 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'restartingClassPathChangedEventListener' via factory method to bean named 'fileSystemWatcherFactory'
 -2020/12/03 12:03:24,014 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'classPathFileSystemWatcher'
 -2020/12/03 12:03:24,014 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'classPathRestartStrategy'
 -2020/12/03 12:03:24,014 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'classPathFileSystemWatcher' via factory method to bean named 'fileSystemWatcherFactory'
 -2020/12/03 12:03:24,014 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'classPathFileSystemWatcher' via factory method to bean named 'classPathRestartStrategy'
 -2020/12/03 12:03:24,030 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'conditionEvaluationDeltaLoggingListener'
 -2020/12/03 12:03:24,046 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration$LiveReloadConfiguration'
 -2020/12/03 12:03:24,046 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'optionalLiveReloadServer'
 -2020/12/03 12:03:24,046 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'liveReloadServer' via factory method to bean named 'spring.devtools-org.springframework.boot.devtools.autoconfigure.DevToolsProperties'
 -2020/12/03 12:03:24,046 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'optionalLiveReloadServer' via factory method to bean named 'liveReloadServer'
 -2020/12/03 12:03:24,046 [DEBUG]  [org.springframework.boot.devtools.livereload.LiveReloadServer] [restartedMain]- Starting live reload server on port 35729
 -2020/12/03 12:03:24,046 [INFO ]  [org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer] [restartedMain]- LiveReload server is running on port 35729
 -2020/12/03 12:03:24,046 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'liveReloadServerEventListener'
 -2020/12/03 12:03:24,046 [DEBUG]  [org.springframework.beans.factory.support.ConstructorResolver] [restartedMain]- Autowiring by type from bean name 'liveReloadServerEventListener' via factory method to bean named 'optionalLiveReloadServer'
 -2020/12/03 12:03:24,046 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfiguration'
 -2020/12/03 12:03:24,061 [DEBUG]  [org.springframework.jmx.export.MBeanExporter] [restartedMain]- Registering beans for JMX exposure on startup
 -2020/12/03 12:03:24,061 [DEBUG]  [org.springframework.jmx.export.MBeanExporter] [restartedMain]- Autodetecting user-defined JMX MBeans
 -2020/12/03 12:03:24,061 [DEBUG]  [org.springframework.jmx.export.MBeanExporter] [restartedMain]- Bean with name 'dataSource' has been autodetected for JMX exposure
 -2020/12/03 12:03:24,061 [DEBUG]  [org.springframework.jmx.export.MBeanExporter] [restartedMain]- Located MBean 'dataSource': registering with JMX server as MBean [com.zaxxer.hikari:name=dataSource,type=HikariDataSource]
 -2020/12/03 12:03:24,061 [DEBUG]  [org.springframework.context.support.DefaultLifecycleProcessor$LifecycleGroup] [restartedMain]- Starting beans in phase 2147483646
 -2020/12/03 12:03:24,061 [INFO ]  [org.apache.juli.logging.DirectJDKLog] [restartedMain]- Starting ProtocolHandler ["http-nio-8090"]
 -2020/12/03 12:03:24,077 [INFO ]  [org.springframework.boot.web.embedded.tomcat.TomcatWebServer] [restartedMain]- Tomcat started on port(s): 8090 (http) with context path ''
 -2020/12/03 12:03:24,092 [DEBUG]  [org.springframework.context.support.DefaultLifecycleProcessor] [restartedMain]- Successfully started bean 'webServerStartStop'
 -2020/12/03 12:03:24,092 [DEBUG]  [org.springframework.context.support.DefaultLifecycleProcessor$LifecycleGroup] [restartedMain]- Starting beans in phase 2147483647
 -2020/12/03 12:03:24,092 [DEBUG]  [org.springframework.context.support.DefaultLifecycleProcessor] [restartedMain]- Successfully started bean 'webServerGracefulShutdown'
 -2020/12/03 12:03:24,092 [INFO ]  [org.springframework.data.repository.config.DeferredRepositoryInitializationListener] [restartedMain]- Triggering deferred initialization of Spring Data repositories…
 -2020/12/03 12:03:24,092 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'serviceRepository'
 -2020/12/03 12:03:24,139 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'jpaMappingContext'
 -2020/12/03 12:03:24,139 [DEBUG]  [org.springframework.data.jpa.repository.config.JpaMetamodelMappingContextFactoryBean] [restartedMain]- Initializing JpaMetamodelMappingContext…
 -2020/12/03 12:03:24,389 [INFO ]  [org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator] [task-1]- HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
 -2020/12/03 12:03:24,389 [INFO ]  [org.springframework.orm.jpa.AbstractEntityManagerFactoryBean] [task-1]- Initialized JPA EntityManagerFactory for persistence unit 'default'
 -2020/12/03 12:03:24,405 [DEBUG]  [org.springframework.data.jpa.repository.config.JpaMetamodelMappingContextFactoryBean] [restartedMain]- Finished initializing JpaMetamodelMappingContext!
 -2020/12/03 12:03:24,420 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,452 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,467 [DEBUG]  [org.springframework.beans.CachedIntrospectionResults] [restartedMain]- Not strongly caching class [com.dude.dudeproject.Domain.service] because it is not cache-safe
 -2020/12/03 12:03:24,483 [DEBUG]  [org.springframework.data.repository.core.support.RepositoryFactorySupport] [restartedMain]- Initializing repository instance for com.dude.dudeproject.Repository.serviceRepository…
 -2020/12/03 12:03:24,483 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,530 [DEBUG]  [org.springframework.data.repository.core.support.RepositoryFactorySupport] [restartedMain]- Finished creation of repository instance for {}.
 -2020/12/03 12:03:24,530 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'timerRepository'
 -2020/12/03 12:03:24,530 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,530 [DEBUG]  [org.springframework.beans.CachedIntrospectionResults] [restartedMain]- Not strongly caching class [com.dude.dudeproject.Domain.timer] because it is not cache-safe
 -2020/12/03 12:03:24,530 [DEBUG]  [org.springframework.data.repository.core.support.RepositoryFactorySupport] [restartedMain]- Initializing repository instance for com.dude.dudeproject.Repository.timerRepository…
 -2020/12/03 12:03:24,530 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,545 [DEBUG]  [org.springframework.data.repository.core.support.RepositoryFactorySupport] [restartedMain]- Finished creation of repository instance for {}.
 -2020/12/03 12:03:24,545 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'scanRepository'
 -2020/12/03 12:03:24,545 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,545 [DEBUG]  [org.springframework.beans.CachedIntrospectionResults] [restartedMain]- Not strongly caching class [com.dude.dudeproject.Domain.scan] because it is not cache-safe
 -2020/12/03 12:03:24,545 [DEBUG]  [org.springframework.data.repository.core.support.RepositoryFactorySupport] [restartedMain]- Initializing repository instance for com.dude.dudeproject.Repository.scanRepository…
 -2020/12/03 12:03:24,545 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,561 [DEBUG]  [org.springframework.data.repository.core.support.RepositoryFactorySupport] [restartedMain]- Finished creation of repository instance for {}.
 -2020/12/03 12:03:24,561 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'guestRepository'
 -2020/12/03 12:03:24,561 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,561 [DEBUG]  [org.springframework.beans.CachedIntrospectionResults] [restartedMain]- Not strongly caching class [com.dude.dudeproject.Domain.guest] because it is not cache-safe
 -2020/12/03 12:03:24,561 [DEBUG]  [org.springframework.data.repository.core.support.RepositoryFactorySupport] [restartedMain]- Initializing repository instance for com.dude.dudeproject.Repository.guestRepository…
 -2020/12/03 12:03:24,561 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,577 [DEBUG]  [org.springframework.data.repository.core.support.RepositoryFactorySupport] [restartedMain]- Finished creation of repository instance for {}.
 -2020/12/03 12:03:24,577 [DEBUG]  [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry] [restartedMain]- Creating shared instance of singleton bean 'userRepository'
 -2020/12/03 12:03:24,577 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,577 [DEBUG]  [org.springframework.beans.CachedIntrospectionResults] [restartedMain]- Not strongly caching class [com.dude.dudeproject.Domain.user] because it is not cache-safe
 -2020/12/03 12:03:24,577 [DEBUG]  [org.springframework.data.repository.core.support.RepositoryFactorySupport] [restartedMain]- Initializing repository instance for com.dude.dudeproject.Repository.userRepository…
 -2020/12/03 12:03:24,577 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,608 [DEBUG]  [org.springframework.data.jpa.repository.query.JpaQueryFactory] [restartedMain]- Looking up query for method findByUserId
 -2020/12/03 12:03:24,608 [DEBUG]  [org.springframework.orm.jpa.SharedEntityManagerCreator$SharedEntityManagerInvocationHandler] [restartedMain]- Creating new EntityManager for shared EntityManager invocation
 -2020/12/03 12:03:24,686 [DEBUG]  [org.springframework.data.repository.core.support.RepositoryFactorySupport] [restartedMain]- Finished creation of repository instance for {}.
 -2020/12/03 12:03:24,686 [INFO ]  [org.springframework.data.repository.config.DeferredRepositoryInitializationListener] [restartedMain]- Spring Data repositories initialized!
 -2020/12/03 12:03:24,702 [DEBUG]  [org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener] [restartedMain]- 


============================
CONDITIONS EVALUATION REPORT
============================


Positive matches:
-----------------

   AopAutoConfiguration matched:
      - @ConditionalOnProperty (spring.aop.auto=true) matched (OnPropertyCondition)

   AopAutoConfiguration.AspectJAutoProxyingConfiguration matched:
      - @ConditionalOnClass found required class 'org.aspectj.weaver.Advice' (OnClassCondition)

   AopAutoConfiguration.AspectJAutoProxyingConfiguration.CglibAutoProxyConfiguration matched:
      - @ConditionalOnProperty (spring.aop.proxy-target-class=true) matched (OnPropertyCondition)

   DataSourceAutoConfiguration matched:
      - @ConditionalOnClass found required classes 'javax.sql.DataSource', 'org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseType' (OnClassCondition)
      - @ConditionalOnMissingBean (types: io.r2dbc.spi.ConnectionFactory; SearchStrategy: all) did not find any beans (OnBeanCondition)

   DataSourceAutoConfiguration.PooledDataSourceConfiguration matched:
      - AnyNestedCondition 1 matched 1 did not; NestedCondition on DataSourceAutoConfiguration.PooledDataSourceCondition.PooledDataSourceAvailable PooledDataSource found supported DataSource; NestedCondition on DataSourceAutoConfiguration.PooledDataSourceCondition.ExplicitType @ConditionalOnProperty (spring.datasource.type) did not find property 'type' (DataSourceAutoConfiguration.PooledDataSourceCondition)
      - @ConditionalOnMissingBean (types: javax.sql.DataSource,javax.sql.XADataSource; SearchStrategy: all) did not find any beans (OnBeanCondition)

   DataSourceConfiguration.Hikari matched:
      - @ConditionalOnClass found required class 'com.zaxxer.hikari.HikariDataSource' (OnClassCondition)
      - @ConditionalOnProperty (spring.datasource.type=com.zaxxer.hikari.HikariDataSource) matched (OnPropertyCondition)
      - @ConditionalOnMissingBean (types: javax.sql.DataSource; SearchStrategy: all) did not find any beans (OnBeanCondition)

   DataSourceJmxConfiguration matched:
      - @ConditionalOnProperty (spring.jmx.enabled=true) matched (OnPropertyCondition)

   DataSourceJmxConfiguration.Hikari matched:
      - @ConditionalOnClass found required class 'com.zaxxer.hikari.HikariDataSource' (OnClassCondition)
      - @ConditionalOnSingleCandidate (types: javax.sql.DataSource; SearchStrategy: all) found a primary bean from beans 'dataSource' (OnBeanCondition)

   DataSourcePoolMetadataProvidersConfiguration.HikariPoolDataSourceMetadataProviderConfiguration matched:
      - @ConditionalOnClass found required class 'com.zaxxer.hikari.HikariDataSource' (OnClassCondition)

   DataSourceTransactionManagerAutoConfiguration matched:
      - @ConditionalOnClass found required classes 'org.springframework.jdbc.core.JdbcTemplate', 'org.springframework.transaction.TransactionManager' (OnClassCondition)

   DataSourceTransactionManagerAutoConfiguration.JdbcTransactionManagerConfiguration matched:
      - @ConditionalOnSingleCandidate (types: javax.sql.DataSource; SearchStrategy: all) found a primary bean from beans 'dataSource' (OnBeanCondition)

   DevToolsDataSourceAutoConfiguration matched:
      - Devtools devtools enabled. (OnEnabledDevToolsCondition)
      - DevTools DataSource Condition found auto-configured DataSource (DevToolsDataSourceAutoConfiguration.DevToolsDataSourceCondition)

   DevToolsDataSourceAutoConfiguration.DatabaseShutdownExecutorEntityManagerFactoryDependsOnPostProcessor matched:
      - @ConditionalOnClass found required class 'org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean' (OnClassCondition)
      - @ConditionalOnBean (types: org.springframework.orm.jpa.AbstractEntityManagerFactoryBean; SearchStrategy: all) found bean '&entityManagerFactory' (OnBeanCondition)

   DispatcherServletAutoConfiguration matched:
      - @ConditionalOnClass found required class 'org.springframework.web.servlet.DispatcherServlet' (OnClassCondition)
      - found 'session' scope (OnWebApplicationCondition)

   DispatcherServletAutoConfiguration.DispatcherServletConfiguration matched:
      - @ConditionalOnClass found required class 'javax.servlet.ServletRegistration' (OnClassCondition)
      - Default DispatcherServlet did not find dispatcher servlet beans (DispatcherServletAutoConfiguration.DefaultDispatcherServletCondition)

   DispatcherServletAutoConfiguration.DispatcherServletRegistrationConfiguration matched:
      - @ConditionalOnClass found required class 'javax.servlet.ServletRegistration' (OnClassCondition)
      - DispatcherServlet Registration did not find servlet registration bean (DispatcherServletAutoConfiguration.DispatcherServletRegistrationCondition)

   DispatcherServletAutoConfiguration.DispatcherServletRegistrationConfiguration#dispatcherServletRegistration matched:
      - @ConditionalOnBean (names: dispatcherServlet types: org.springframework.web.servlet.DispatcherServlet; SearchStrategy: all) found bean 'dispatcherServlet' (OnBeanCondition)

   EmbeddedWebServerFactoryCustomizerAutoConfiguration matched:
      - @ConditionalOnWebApplication (required) found 'session' scope (OnWebApplicationCondition)

   EmbeddedWebServerFactoryCustomizerAutoConfiguration.TomcatWebServerFactoryCustomizerConfiguration matched:
      - @ConditionalOnClass found required classes 'org.apache.catalina.startup.Tomcat', 'org.apache.coyote.UpgradeProtocol' (OnClassCondition)

   ErrorMvcAutoConfiguration matched:
      - @ConditionalOnClass found required classes 'javax.servlet.Servlet', 'org.springframework.web.servlet.DispatcherServlet' (OnClassCondition)
      - found 'session' scope (OnWebApplicationCondition)

   ErrorMvcAutoConfiguration#basicErrorController matched:
      - @ConditionalOnMissingBean (types: org.springframework.boot.web.servlet.error.ErrorController; SearchStrategy: current) did not find any beans (OnBeanCondition)

   ErrorMvcAutoConfiguration#errorAttributes matched:
      - @ConditionalOnMissingBean (types: org.springframework.boot.web.servlet.error.ErrorAttributes; SearchStrategy: current) did not find any beans (OnBeanCondition)

   ErrorMvcAutoConfiguration.DefaultErrorViewResolverConfiguration#conventionErrorViewResolver matched:
      - @ConditionalOnBean (types: org.springframework.web.servlet.DispatcherServlet; SearchStrategy: all) found bean 'dispatcherServlet'; @ConditionalOnMissingBean (types: org.springframework.boot.autoconfigure.web.servlet.error.ErrorViewResolver; SearchStrategy: all) did not find any beans (OnBeanCondition)

   ErrorMvcAutoConfiguration.WhitelabelErrorViewConfiguration matched:
      - @ConditionalOnProperty (server.error.whitelabel.enabled) matched (OnPropertyCondition)
      - ErrorTemplate Missing did not find error template view (ErrorMvcAutoConfiguration.ErrorTemplateMissingCondition)

   ErrorMvcAutoConfiguration.WhitelabelErrorViewConfiguration#beanNameViewResolver matched:
      - @ConditionalOnMissingBean (types: org.springframework.web.servlet.view.BeanNameViewResolver; SearchStrategy: all) did not find any beans (OnBeanCondition)

   ErrorMvcAutoConfiguration.WhitelabelErrorViewConfiguration#defaultErrorView matched:
      - @ConditionalOnMissingBean (names: error; SearchStrategy: all) did not find any beans (OnBeanCondition)

   GenericCacheConfiguration matched:
      - Cache org.springframework.boot.autoconfigure.cache.GenericCacheConfiguration automatic cache type (CacheCondition)

   HibernateJpaAutoConfiguration matched:
      - @ConditionalOnClass found required classes 'org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean', 'javax.persistence.EntityManager', 'org.hibernate.engine.spi.SessionImplementor' (OnClassCondition)

   HibernateJpaConfiguration matched:
      - @ConditionalOnSingleCandidate (types: javax.sql.DataSource; SearchStrategy: all) found a primary bean from beans 'dataSource' (OnBeanCondition)

   HttpEncodingAutoConfiguration matched:
      - @ConditionalOnClass found required class 'org.springframework.web.filter.CharacterEncodingFilter' (OnClassCondition)
      - found 'session' scope (OnWebApplicationCondition)
      - @ConditionalOnProperty (server.servlet.encoding.enabled) matched (OnPropertyCondition)

   HttpEncodingAutoConfiguration#characterEncodingFilter matched:
      - @ConditionalOnMissingBean (types: org.springframework.web.filter.CharacterEncodingFilter; SearchStrategy: all) did not find any beans (OnBeanCondition)

   HttpMessageConvertersAutoConfiguration matched:
      - @ConditionalOnClass found required class 'org.springframework.http.converter.HttpMessageConverter' (OnClassCondition)
      - NoneNestedConditions 0 matched 1 did not; NestedCondition on HttpMessageConvertersAutoConfiguration.NotReactiveWebApplicationCondition.ReactiveWebApplication did not find reactive web application classes (HttpMessageConvertersAutoConfiguration.NotReactiveWebApplicationCondition)

   HttpMessageConvertersAutoConfiguration#messageConverters matched:
      - @ConditionalOnMissingBean (types: org.springframework.boot.autoconfigure.http.HttpMessageConverters; SearchStrategy: all) did not find any beans (OnBeanCondition)

   HttpMessageConvertersAutoConfiguration.StringHttpMessageConverterConfiguration matched:
      - @ConditionalOnClass found required class 'org.springframework.http.converter.StringHttpMessageConverter' (OnClassCondition)

   HttpMessageConvertersAutoConfiguration.StringHttpMessageConverterConfiguration#stringHttpMessageConverter matched:
      - @ConditionalOnMissingBean (types: org.springframework.http.converter.StringHttpMessageConverter; SearchStrategy: all) did not find any beans (OnBeanCondition)

   JacksonAutoConfiguration matched:
      - @ConditionalOnClass found required class 'com.fasterxml.jackson.databind.ObjectMapper' (OnClassCondition)

   JacksonAutoConfiguration.Jackson2ObjectMapperBuilderCustomizerConfiguration matched:
      - @ConditionalOnClass found required class 'org.springframework.http.converter.json.Jackson2ObjectMapperBuilder' (OnClassCondition)

   JacksonAutoConfiguration.JacksonObjectMapperBuilderConfiguration matched:
      - @ConditionalOnClass found required class 'org.springframework.http.converter.json.Jackson2ObjectMapperBuilder' (OnClassCondition)

   JacksonAutoConfiguration.JacksonObjectMapperBuilderConfiguration#jacksonObjectMapperBuilder matched:
      - @ConditionalOnMissingBean (types: org.springframework.http.converter.json.Jackson2ObjectMapperBuilder; SearchStrategy: all) did not find any beans (OnBeanCondition)

   JacksonAutoConfiguration.JacksonObjectMapperConfiguration matched:
      - @ConditionalOnClass found required class 'org.springframework.http.converter.json.Jackson2ObjectMapperBuilder' (OnClassCondition)

   JacksonAutoConfiguration.JacksonObjectMapperConfiguration#jacksonObjectMapper matched:
      - @ConditionalOnMissingBean (types: com.fasterxml.jackson.databind.ObjectMapper; SearchStrategy: all) did not find any beans (OnBeanCondition)

   JacksonAutoConfiguration.ParameterNamesModuleConfiguration matched:
      - @ConditionalOnClass found required class 'com.fasterxml.jackson.module.paramnames.ParameterNamesModule' (OnClassCondition)

   JacksonAutoConfiguration.ParameterNamesModuleConfiguration#parameterNamesModule matched:
      - @ConditionalOnMissingBean (types: com.fasterxml.jackson.module.paramnames.ParameterNamesModule; SearchStrategy: all) did not find any beans (OnBeanCondition)

   JacksonHttpMessageConvertersConfiguration.MappingJackson2HttpMessageConverterConfiguration matched:
      - @ConditionalOnClass found required class 'com.fasterxml.jackson.databind.ObjectMapper' (OnClassCondition)
      - @ConditionalOnProperty (spring.mvc.converters.preferred-json-mapper=jackson) matched (OnPropertyCondition)
      - @ConditionalOnBean (types: com.fasterxml.jackson.databind.ObjectMapper; SearchStrategy: all) found bean 'jacksonObjectMapper' (OnBeanCondition)

   JacksonHttpMessageConvertersConfiguration.MappingJackson2HttpMessageConverterConfiguration#mappingJackson2HttpMessageConverter matched:
      - @ConditionalOnMissingBean (types: org.springframework.http.converter.json.MappingJackson2HttpMessageConverter ignored: org.springframework.hateoas.server.mvc.TypeConstrainedMappingJackson2HttpMessageConverter,org.springframework.data.rest.webmvc.alps.AlpsJsonHttpMessageConverter; SearchStrategy: all) did not find any beans (OnBeanCondition)

   JdbcTemplateAutoConfiguration matched:
      - @ConditionalOnClass found required classes 'javax.sql.DataSource', 'org.springframework.jdbc.core.JdbcTemplate' (OnClassCondition)
      - @ConditionalOnSingleCandidate (types: javax.sql.DataSource; SearchStrategy: all) found a primary bean from beans 'dataSource' (OnBeanCondition)

   JdbcTemplateConfiguration matched:
      - @ConditionalOnMissingBean (types: org.springframework.jdbc.core.JdbcOperations; SearchStrategy: all) did not find any beans (OnBeanCondition)

   JmxAutoConfiguration matched:
      - @ConditionalOnClass found required class 'org.springframework.jmx.export.MBeanExporter' (OnClassCondition)
      - @ConditionalOnProperty (spring.jmx.enabled=true) matched (OnPropertyCondition)

   JmxAutoConfiguration#mbeanExporter matched:
